name,lat,lon,population,elevation_m,dist_to_river_km,elev_above_river_m,swe_mar2024_mm,swe_mar_pct_norm,precip_novmar_mm,precip_novmar_pct_norm
Бесколь,54.775146,69.097794,13149,111.0,3.44,17.0,113.7,146.6,150.8,111.7
Чапаево,54.631702,69.152771,374,142.0,12.16,45.0,113.0,149.0,151.7,113.1
Кырымбет,52.459782,67.76239,30,334.0,12.74,41.0,144.6,150.4,201.9,132.2
Ковыльное,52.5746,67.687767,361,301.0,0.44,16.0,152.5,154.1,211.0,134.6
Сокологоровка,52.507038,67.873611,287,375.0,9.74,66.0,145.1,148.7,200.1,131.6
Привольное,52.6008281,67.8253627,7,315.0,0.39,11.0,152.3,154.0,209.6,134.2
Аканбурлык,52.6149159,68.049995,223,364.0,0.44,8.0,154.3,152.3,206.6,133.3
Акшокы,52.68491,67.880547,21,369.0,9.09,57.0,160.9,156.2,214.7,135.5
Красново,52.5966847,67.907696,19,323.0,0.27,2.0,153.1,153.1,208.0,133.7
Куспек,52.742474,67.998177,568,368.0,12.91,21.0,162.2,155.6,213.3,135.1
Тимирязево,53.7481615,66.4954458,3998,172.0,46.32,39.0,115.9,143.2,173.2,123.3
Вишневка,54.9407291,69.0741755,111,100.0,1.61,9.0,115.5,146.0,150.7,111.2
Якорь,54.959206,69.034576,2060,102.0,3.8,9.0,115.1,147.4,150.2,110.9
Затон,54.8549472,68.9933737,174,107.0,3.31,14.0,113.1,147.3,150.0,111.0
Кривоозёрка,54.8717546,68.99711,142,103.0,3.25,7.0,113.1,147.3,150.0,111.0
Тепличное,54.8329505,69.0915477,785,100.0,2.48,7.0,113.7,146.6,150.8,111.7
Прибрежное,54.819756,69.090256,1793,103.0,2.7,11.0,113.7,146.6,150.8,111.7
Знаменское,54.901402,69.597755,932,145.0,29.97,48.0,116.9,146.2,153.6,113.1
Михайловка,54.892441,69.462555,82,138.0,21.36,41.0,116.4,146.4,153.3,112.6
Байсал,54.895233,69.553108,128,137.0,27.13,40.0,116.9,146.2,153.6,113.1
Ленинское,54.473019,69.182556,1083,142.0,25.44,42.0,107.8,151.4,151.5,113.9
Смирново,54.51453,69.419189,5650,137.0,33.39,40.0,109.9,152.3,152.9,114.9
Рощинское,54.058678,69.143158,419,138.0,42.28,3.0,104.0,162.7,145.8,116.8
Архангельское,54.7801156,68.9461997,845,112.0,1.79,17.0,110.6,146.8,149.4,111.3
Новокаменка,54.711693,68.983734,995,105.0,1.08,11.0,111.3,147.4,150.3,112.0
Петерфельд,54.912373,68.887779,1579,129.0,11.48,33.0,111.9,147.0,149.3,110.7
Подгорное,54.7128156,69.0232742,506,113.0,0.38,12.0,111.3,147.4,150.3,112.0
Боголюбово,54.6174536,68.7288167,1210,111.0,2.59,10.0,106.5,145.7,148.2,111.7
Приишимка,54.611111,68.855843,376,109.0,0.35,11.0,109.9,148.7,149.4,112.2
Водопроводное,54.555283,68.728447,343,117.0,0.77,17.0,106.5,145.7,148.2,111.7
Красная Горка,54.5550524,68.7689396,331,130.0,0.67,28.0,107.9,147.1,148.8,112.0
Новоникольское,54.527195,68.686737,1474,113.0,1.15,12.0,103.1,147.3,147.8,111.8
Золотоноша,52.826229,67.170753,30,303.0,11.82,79.0,154.6,160.1,221.5,137.9
Червонное,53.2771558,66.7276043,1075,195.0,10.34,40.0,116.7,157.6,189.6,130.6
Бахмут,53.9553438,69.6563407,154,147.0,9.36,11.0,96.1,170.2,146.1,119.0
Виноградовка,53.852486,69.885887,181,152.0,2.92,5.0,87.0,162.9,141.2,118.2
Мироновка,53.840008,69.839554,520,154.0,1.12,6.0,78.8,165.1,139.7,119.1
Чермошнянка,53.956871,69.776093,617,145.0,3.94,9.0,94.5,169.1,145.7,118.7
Вишневка,53.928841,70.116203,645,145.0,12.94,5.0,87.8,156.5,137.7,116.5
Зелёный Гай,53.9415782,70.4052003,1323,131.0,8.93,26.0,61.9,146.3,134.0,115.1
Ясная Поляна,53.948624,70.280006,1368,138.0,17.04,33.0,70.3,150.3,135.0,115.4
Новоприречное,53.795761,69.71405,311,161.0,1.16,6.0,82.0,167.8,141.7,120.0
Кантемировское,54.145618,70.074486,133,141.0,21.28,5.0,94.4,162.7,149.5,118.6
Кирово,54.149075,70.3215452,480,135.0,26.05,30.0,98.6,158.9,148.7,118.7
Котовское,54.296768,70.103928,76,135.0,37.04,-1.0,100.5,161.1,151.3,117.7
Многоцветное,53.886616,69.540169,407,160.0,15.52,4.0,88.3,170.8,145.0,120.0
Тендик,53.992543,69.8575413,312,140.0,0.48,5.0,92.9,166.5,145.3,118.4
Заречное,53.770763,69.769211,219,165.0,1.68,9.0,78.8,165.1,139.7,119.1
Надеждинка,53.913223,69.860298,44,144.0,1.7,1.0,87.0,162.9,141.2,118.2
Октябрьское,53.71431,69.668915,46,172.0,0.77,10.0,82.0,163.4,138.6,119.3
Тапшил,53.573334,70.037659,10,207.0,28.69,48.0,73.8,151.2,130.6,115.9
Большой Изюм,53.719046,69.63546,1191,174.0,0.42,8.0,83.3,164.6,139.8,119.8
Драгомировка,53.7520402,69.3697642,522,181.0,17.68,14.0,84.6,172.6,145.0,121.0
Иван-Город,53.7731746,69.3236261,231,179.0,21.26,12.0,85.9,173.6,145.8,120.9
Обуховка,53.679047,69.398209,362,185.0,14.88,16.0,82.0,167.8,142.3,120.8
Белоярка,53.783981,70.242401,109,155.0,26.61,13.0,69.4,148.4,130.2,114.4
Донецкое,53.805855,70.097076,553,153.0,17.18,8.0,77.9,153.8,132.5,115.6
Краснокиевка,53.746407,70.227455,343,149.0,27.91,4.0,66.5,147.1,128.9,114.4
Новогречановка,53.862225,70.424812,382,122.0,12.63,17.0,61.9,146.3,134.0,115.1
Новодворовка,53.849495,70.310371,145,140.0,18.97,35.0,69.4,145.7,129.0,113.8
Подольское,53.829334,70.079849,463,152.0,14.93,10.0,77.9,153.8,132.5,115.6
Агроном,54.190063,70.534271,99,133.0,26.21,34.0,107.6,155.5,147.8,118.4
Ильич,54.142712,70.545845,366,132.0,20.91,33.0,100.3,155.8,146.3,118.7
Молодогвардейское,54.0950466,70.7952992,418,126.0,18.92,40.0,88.7,148.6,141.5,117.4
Возвышенка,54.437664,70.941399,1932,127.0,57.57,41.0,101.1,151.7,146.3,117.5
Золотая Нива,54.2091188,70.8748844,264,127.0,32.51,41.0,93.9,151.5,141.8,116.9
Медвежка,54.870277,70.436485,640,133.0,73.09,48.0,115.3,145.5,154.5,116.3
Новоивановка,53.882401,69.696236,143,159.0,7.8,8.0,90.2,169.5,143.9,119.6
Берёзовка,53.5643554,69.3276584,28,231.0,23.89,61.0,87.7,164.8,141.1,121.2
Горькое,53.630962,69.152756,490,211.0,31.68,41.0,87.4,168.6,143.0,121.3
Летовочное,53.735115,68.980431,541,223.0,36.98,9.0,91.2,171.4,146.9,120.3
Любимовка,53.789822,69.179337,169,181.0,30.86,14.0,87.1,171.9,146.2,120.6
Подлесное,53.714844,68.990486,255,218.0,37.24,4.0,91.2,171.4,146.9,120.3
Трудовая Нива,54.663868,69.194862,65,142.0,11.88,46.0,113.3,146.8,151.7,112.4
Мичурино,53.3954853,66.6237321,406,195.0,24.27,49.0,114.5,154.4,184.7,128.4
Вознесенка,54.67017,68.81662,445,111.0,3.1,9.0,108.3,146.3,149.0,111.6
Надёжка,54.62022,68.811348,316,107.0,2.16,5.0,107.9,147.1,148.8,112.0
Ольшанка,55.009148,69.102615,379,98.0,0.27,9.0,117.4,147.0,150.9,111.1
Соколовка,55.11763,69.203369,2432,103.0,0.46,18.0,119.3,148.9,152.1,111.6
Большая Малышка,55.096394,69.227661,939,97.0,0.89,10.0,119.3,148.9,152.1,111.6
Коктерек,54.489746,69.461533,176,130.0,37.17,33.0,110.7,152.3,153.2,115.3
Григорьевка,54.626225,69.545738,33,137.0,34.17,41.0,113.2,149.6,153.4,114.1
Трудовое,54.552261,69.486176,706,138.0,34.38,42.0,113.2,149.6,153.4,114.1
Кенжегалы,54.540993,69.564445,109,130.0,39.31,34.0,111.6,152.5,153.3,115.7
Аралагаш,54.342682,69.172279,324,129.0,34.78,31.0,102.4,156.9,149.7,115.6
Рублёвка,54.270718,69.143616,617,131.0,38.4,29.0,101.1,155.2,149.0,115.0
Кременчуг,53.897041,69.267227,143,158.0,31.45,-6.0,85.9,170.5,146.0,120.0
Сарыбай,54.0371175,69.1737805,9,128.0,39.98,-7.0,31.6,166.1,145.7,118.1
Асаново,54.853539,69.452156,1231,140.0,21.23,34.0,116.4,146.4,153.3,112.6
Явленка,54.3462508,68.4566996,5928,133.0,0.7,33.0,97.1,146.7,147.0,112.2
Бирликское,53.041672,66.721931,791,179.0,0.67,28.0,134.7,161.3,209.1,137.2
Ефимовка,53.149876,66.773178,383,183.0,0.77,38.0,132.9,156.9,205.0,135.3
Токсан би,52.962101,66.622246,561,185.0,0.43,23.0,130.0,162.3,206.2,137.1
Нежинка,53.059357,66.739822,1206,184.0,1.15,36.0,129.9,156.9,202.4,135.2
Старобелка,52.982792,66.829201,202,241.0,9.21,89.0,143.0,159.0,212.5,137.2
Ивановка,54.631046,69.990372,642,136.0,61.8,42.0,114.3,150.3,154.0,115.5
Полтавка,54.502052,69.781807,807,138.0,53.67,42.0,111.1,154.4,153.6,116.3
Черкасское,54.368376,69.7677017,698,137.0,40.9,2.0,109.6,157.9,152.8,117.2
Власовка,54.199375,69.603462,619,138.0,25.15,3.0,102.5,165.5,149.2,117.6
Киялы,54.200649,69.649261,1705,138.0,24.0,3.0,102.5,165.5,149.2,117.6
Шагалалы,54.1781318,69.5230735,1113,136.0,26.22,1.0,103.8,164.5,148.9,117.3
Астраханка,54.511875,69.232262,735,140.0,24.05,40.0,107.8,151.4,151.5,113.9
Бескудук,54.047737,68.087105,273,165.0,11.58,4.0,103.5,150.2,157.1,116.0
Волошинка,53.889011,67.978714,589,176.0,11.13,6.0,108.5,155.1,161.3,117.5
Орнек,54.143215,67.791847,162,134.0,1.05,22.0,103.6,149.5,158.3,115.6
Ясновка,53.981533,68.216652,613,165.0,0.42,5.0,100.9,150.2,155.3,115.8
Николаевка,54.205807,67.804298,1312,129.0,2.0,17.0,103.1,146.6,155.0,114.1
Спасовка,54.349106,67.721245,135,145.0,18.67,31.0,104.5,143.7,152.8,112.7
Петровка,54.302021,68.221336,1122,123.0,3.57,9.0,99.4,144.8,148.4,112.1
Чириковка,54.399506,68.616119,844,119.0,1.58,16.0,101.4,146.4,146.8,111.7
Тарангул,54.1698,68.429443,489,147.0,13.49,34.0,95.9,147.0,148.5,112.8
Корнеевка,54.00486,68.421883,1969,164.0,7.06,8.0,41.8,157.0,152.0,115.5
Булак,53.870007,68.391533,390,177.0,12.18,-14.0,99.8,157.0,154.3,117.3
Ильинка,54.2030973,68.0059602,944,143.0,1.37,39.0,100.9,148.1,153.2,113.8
Заградовка,53.844063,68.610909,829,168.0,22.14,-24.0,96.8,165.0,152.6,118.7
Володарское,52.661465,66.595833,578,195.0,0.49,18.0,132.3,164.2,208.8,140.5
Жарколь,52.5745729,66.3971613,14,227.0,6.89,49.0,127.1,167.9,206.9,141.5
Целинное,52.6059,66.490768,648,201.0,0.28,19.0,127.1,167.2,207.0,141.2
Виноградовка,55.2200765,69.086532,515,134.0,13.08,40.0,124.0,147.9,151.7,111.5
Гайдуково,55.322174,68.7733,51,136.0,35.34,42.0,122.5,145.7,150.5,110.5
Вагулино,55.150024,69.259735,613,101.0,1.62,7.0,121.2,148.9,153.3,112.0
Бугровое,55.048939,69.720924,564,138.0,23.97,52.0,120.3,147.4,154.2,113.6
Долматово,55.3167772,69.4561447,320,91.0,0.48,8.0,126.1,151.4,155.2,112.8
Байтерек,54.7371426,69.0677151,1666,109.0,1.56,15.0,111.7,147.4,151.0,112.2
Рассвет,54.475815,68.68837,671,141.0,1.62,38.0,103.1,147.3,147.8,111.8
Байтерек,54.9012441,70.0339128,658,135.0,49.83,49.0,117.8,145.3,154.5,115.2
Рявкино,54.979862,70.095688,47,134.0,48.14,49.0,114.8,146.9,154.7,115.4
Лебяжье,55.039898,70.839371,417,122.0,88.38,41.0,116.5,146.2,151.6,115.1
Метлишино,54.969437,69.623795,195,139.0,26.46,49.0,122.7,147.3,153.8,113.1
Ганькино,54.869091,70.119324,168,122.0,56.33,36.0,117.8,144.7,154.8,115.7
Тюменка,54.885094,69.778336,293,139.0,39.93,55.0,110.1,148.1,154.1,114.2
Толмачевка,54.8367908,69.3836859,77,139.0,17.54,33.0,118.8,145.3,152.9,112.5
Плоское,54.774399,69.478127,144,134.0,26.03,28.0,120.0,145.0,153.3,113.0
Гаврино,55.177998,69.963959,126,135.0,30.63,54.0,123.6,151.8,155.2,114.0
Зарослое,55.068386,70.231606,30,133.0,50.91,52.0,120.5,150.6,154.2,114.9
Ташкентка,55.0608911,69.2294455,243,131.0,0.69,41.0,119.3,148.9,152.1,111.6
Новотроицкое,54.941441,70.222183,227,133.0,57.27,48.0,116.7,145.0,155.0,116.2
Октябрьское,55.0304739,70.4233151,425,132.0,63.77,51.0,108.2,148.3,154.2,116.0
Хлебороб,54.962818,70.464844,198,134.0,69.47,53.0,108.1,148.5,153.5,115.7
Суворовка,55.098549,70.318291,38,132.0,54.78,51.0,119.7,150.0,153.8,115.0
Тищенко,54.866947,70.56736,94,130.0,80.56,49.0,117.1,144.4,152.8,115.6
Чистовское,54.895565,70.625801,950,119.0,82.09,38.0,117.1,144.4,152.8,115.6
Украинка,54.844982,70.585289,23,129.0,82.86,48.0,115.3,146.5,152.8,116.1
Майбалык,54.296463,70.509888,235,131.0,38.13,32.0,103.2,156.0,149.0,118.0
Пулеметовка,54.552135,70.423721,133,130.0,67.0,31.0,113.8,151.1,152.8,115.9
Таманское,54.482517,70.512383,462,130.0,58.76,31.0,106.6,153.1,151.4,117.1
Косколь,54.4303762,70.6339942,101,128.0,52.94,34.0,106.0,154.1,149.6,117.9
Советское,54.4322207,70.3431847,1365,135.0,54.79,30.0,104.6,157.6,151.6,117.2
Шандак,54.436375,70.751198,154,126.0,54.35,39.0,102.4,153.7,148.0,118.2
Придорожное,54.498676,70.345047,264,131.0,61.98,26.0,104.7,154.7,152.3,116.4
Достык,54.7590514,70.3366645,207,132.0,74.85,46.0,115.4,146.6,154.2,115.8
Полтавка,54.831326,70.311897,572,132.0,68.71,46.0,115.4,146.6,154.2,115.8
Жанажол,53.982719,67.608635,384,128.0,0.44,8.0,106.1,146.5,163.2,117.1
Жанаталап,53.9700811,67.5499431,98,139.0,1.21,16.0,109.6,144.1,164.1,117.2
Узынжар,53.537678,67.080902,492,156.0,1.21,23.0,115.3,150.4,182.0,124.9
Двинск,54.145901,68.403328,259,149.0,15.23,40.0,104.2,148.4,150.1,113.9
Лавровка,53.454784,68.35746,415,263.0,0.31,9.0,120.9,168.6,170.1,125.1
Дзержинское,53.612789,66.435074,219,178.0,44.57,45.0,110.5,143.7,176.7,124.9
Ленинское,53.3755636,66.3604841,191,200.0,36.35,45.0,113.6,152.5,185.0,128.7
Москворецкое,53.6791,66.362312,517,174.0,51.11,41.0,111.7,141.6,173.4,123.6
Андреевка,52.999763,67.381363,844,289.0,20.0,35.0,156.8,163.3,217.6,136.5
Макарьевка,54.501556,66.350296,111,160.0,94.86,41.0,110.6,138.8,149.2,108.6
Пресноредуть,54.5552732,66.1543393,420,168.0,110.53,44.0,109.0,138.1,145.8,106.6
Дубровное,54.814541,68.091301,690,148.0,47.47,49.0,110.3,136.3,145.8,108.6
Афонькино,54.905602,68.262001,571,147.0,45.86,48.0,109.8,139.5,146.5,108.7
Покровка,54.931152,68.631683,952,143.0,27.07,45.0,111.1,141.4,147.9,109.7
Қызылжар орман шаруашылығы,54.8302185,69.1262021,,103.0,4.72,10.0,113.7,146.6,150.8,111.7
Тепловское,54.8629738,69.2551484,,139.0,8.81,33.0,117.9,145.6,152.3,111.7
Кладбинка,54.736385,67.6147491,506,151.0,61.73,41.0,108.1,137.3,145.5,106.8
Пчелино,54.778366,67.937798,54,149.0,54.25,50.0,105.1,137.3,145.2,107.8
Сенжарка,54.7730787,67.8304133,74,148.0,58.32,41.0,106.3,137.2,145.0,107.4
Екатериновка,54.5942855,66.7049222,132,158.0,81.98,39.0,109.4,136.9,146.9,107.4
Светлое,54.586346,66.634529,57,162.0,84.82,43.0,110.9,136.5,146.2,106.9
Чапаевка,54.5086818,66.5132517,85,162.0,86.13,43.0,111.0,138.8,149.7,108.6
Будённое,54.623726,66.513252,488,160.0,93.51,41.0,109.2,137.6,146.0,106.8
Кабань,54.6611966,66.4859984,77,162.0,97.5,43.0,111.2,136.1,142.8,104.9
Калиновка,54.5925449,66.4565179,87,166.0,94.34,47.0,109.2,137.6,146.0,106.8
Казанка,54.718452,66.954659,596,146.0,80.4,32.0,108.7,138.2,146.3,107.5
Узынколь,54.59211,67.152664,167,149.0,61.44,35.0,108.7,138.6,148.5,108.6
Айымжан,54.543686,67.090912,223,153.0,60.6,39.0,110.1,139.7,151.1,110.1
Святодуховка,54.484962,66.783897,354,153.0,70.25,34.0,112.7,138.5,150.8,109.6
Благовещенка,54.369076,66.97139,2806,157.0,52.84,38.0,111.9,140.5,153.7,111.3
Украинское,54.116165,66.659279,426,166.0,56.6,48.0,113.0,141.6,164.5,116.7
Новое,54.091621,66.53981,58,164.0,62.79,43.0,113.0,139.4,164.3,116.8
Кайранколь,54.032894,66.369087,653,165.0,69.36,32.0,106.7,139.8,165.7,118.6
Комсомольское,53.754959,66.402031,419,171.0,52.05,38.0,107.6,138.1,170.2,122.3
Хмельницкое,53.824615,66.061569,449,181.0,75.52,48.0,118.9,142.1,172.0,123.1
2632 км,54.8565139,69.2607726,,139.0,9.43,33.0,117.9,145.6,152.3,111.7
Краснознамённое,54.976139,68.806702,654,134.0,18.46,41.0,114.4,144.5,149.1,110.3
Горьковское,54.1858669,71.9383977,653,116.0,56.82,66.0,79.8,142.0,132.7,112.1
Арыкбалык,52.953907,68.198669,2050,392.0,5.4,66.0,158.0,158.2,194.2,133.3
Петровка,53.6162693,70.4615564,1204,166.0,14.34,24.0,68.2,144.6,124.7,112.8
Чкалово,53.625412,70.43367,2849,167.0,16.1,25.0,64.4,143.7,125.5,113.3
Нижний Бурлук,52.771709,68.169281,584,369.0,12.65,-3.0,151.3,158.5,205.3,134.2
Айсаринское,53.294186,71.898643,235,181.0,25.75,17.0,64.0,136.2,115.5,106.6
Аккудык,53.128433,72.34227,189,174.0,38.11,76.0,73.4,142.2,112.0,106.6
Золотая Нива,52.962009,71.943108,47,195.0,56.68,31.0,64.6,138.8,110.4,106.8
Карсаковка,52.798553,67.771004,101,288.0,1.98,6.0,158.0,159.0,213.0,135.7
Шоптыколь,52.43047,66.749649,415,204.0,0.47,18.0,133.7,161.5,206.4,140.7
Ялты,52.4594302,67.194389,381,274.0,0.74,13.0,138.0,158.1,209.7,137.1
Верхний Бурлук,52.839413,68.307625,217,416.0,14.53,29.0,151.6,157.3,203.5,133.8
Боровское,54.875137,68.8351312,163,131.0,12.81,33.0,112.2,145.0,148.7,110.4
Кондратовка,54.884083,68.808029,561,133.0,14.79,35.0,112.2,145.0,148.7,110.4
Измайловка,54.8892174,68.8511832,13,130.0,12.77,37.0,111.9,147.0,149.3,110.7
Актуесай,53.9165399,72.6553586,605,66.0,2.31,16.0,80.7,136.1,128.0,111.1
Бидайык,54.0295008,72.7368342,850,124.0,11.93,76.0,99.0,141.6,128.8,111.3
Целинное,53.9890371,66.0713217,184,168.0,83.94,35.0,116.2,139.1,164.9,118.9
Караагаш,54.323322,68.899139,176,134.0,21.63,29.0,108.0,149.8,147.9,113.7
Куприяновка,53.3391,66.959091,224,179.0,1.74,40.0,119.8,156.5,193.2,130.4
Акбулак,53.406972,72.4177394,429,128.0,44.43,58.0,71.7,135.5,117.0,107.3
Вознесенка,55.020363,68.95623,122,108.0,9.56,18.0,115.1,147.4,150.2,110.9
Каратал,53.86311,67.467735,465,148.0,2.46,16.0,109.8,149.5,167.3,118.4
Ыскака Ыбыраева,53.933348,67.5846568,463,140.0,2.35,24.0,107.6,151.5,166.6,118.3
Арай,53.752785,67.547203,710,178.0,9.07,44.0,122.9,150.7,170.8,119.6
Ленинградское,53.534927,71.546295,2296,131.0,0.63,10.0,65.5,132.7,118.7,108.0
Краснокаменка,53.731476,68.891396,284,229.0,31.17,15.0,94.1,170.2,147.9,119.8
Саумалколь,53.2940231,68.1060457,11639,306.0,14.35,45.0,136.4,162.7,184.8,129.9
Разгульное,52.396862,66.681755,364,204.0,0.39,12.0,133.7,161.5,206.4,140.7
Белое,55.061985,68.476593,643,138.0,40.47,48.0,120.1,142.1,149.3,110.0
Воскресеновка,54.880726,68.470741,840,142.0,34.22,44.0,110.7,140.7,147.5,109.4
Андреевка,54.515923,68.276672,540,142.0,18.46,35.0,102.0,141.9,146.4,110.7
Кызыласкер,54.426903,67.804146,423,156.0,25.48,46.0,101.6,141.5,149.1,111.1
Леденёво,54.699867,68.538467,520,137.0,17.02,38.0,107.7,143.6,147.5,110.7
Бике,54.614407,67.66539,326,149.0,47.79,39.0,103.1,138.0,146.8,108.2
Новомихайловка,54.654854,68.193947,780,140.0,33.91,38.0,108.9,139.1,146.4,109.5
Берёзовка,55.0142306,69.1710894,435,134.0,2.65,44.0,120.5,146.2,151.7,111.4
Ақсуат,53.612885,66.558327,682,182.0,36.64,49.0,110.1,144.7,176.5,124.3
Есиль,53.58086,66.803749,87,178.0,20.07,45.0,113.3,140.1,176.9,123.6
Антоновка,53.315826,68.434509,1044,285.0,14.19,25.0,124.2,167.5,173.3,128.5
Горное,53.841141,68.541351,195,164.0,17.82,-28.0,99.6,163.4,154.8,119.0
Орлиногорское,53.8115673,68.538841,45,226.0,16.51,34.0,99.6,163.4,154.8,119.0
Белоградовка,53.464417,66.630424,337,192.0,27.11,52.0,114.4,143.9,180.1,126.0
Приозёрное,53.749657,66.561279,10,174.0,42.74,41.0,113.7,143.0,173.1,122.9
Дашко-Николаевка,53.927147,70.341217,321,136.0,13.35,31.0,70.3,150.3,135.0,115.4
Карлуга,54.62233,68.881004,110,108.0,1.42,9.0,109.9,148.7,149.4,112.2
Новопокровка,53.729725,67.751305,620,184.0,22.72,50.0,125.3,154.6,172.3,121.1
Щучье,55.152699,68.504646,130,137.0,41.21,42.0,119.8,143.7,150.4,110.6
Караганды,54.666092,71.055885,568,130.0,83.98,44.0,110.5,147.6,147.2,117.1
